Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
30,High School,Finance,1,Urban,7,Married,Full-time,2,Own,Apartment,Female,Car,70242
51,Bachelor's,Healthcare,2,Urban,18,Single,Full-time,1,Rent,Apartment,Female,Biking,60219
51,Bachelor's,Education,1,Urban,10,Married,Full-time,1,Own,Apartment,Female,Public transit,5254469
29,High School,Finance,4,Urban,24,Married,Self-employed,2,Rent,Single-family home,Male,Car,66188
69,High School,Others,0,Suburban,21,Married,Full-time,4,Own,Apartment,Male,Public transit,2567436
52,Bachelor's,Healthcare,0,Urban,31,Married,Self-employed,2,Rent,Townhouse,Female,Public transit,72792
57,Doctorate,Healthcare,3,Urban,20,Married,Part-time,3,Rent,Townhouse,Female,Car,65744
60,Bachelor's,Others,1,Urban,24,Married,Part-time,5,Own,Apartment,Male,Car,8209367
58,Bachelor's,Technology,4,Urban,12,Single,Part-time,5,Rent,Apartment,Male,Public transit,69828
54,High School,Education,4,Rural,40,Married,Full-time,4,Rent,Single-family home,Female,Biking,53219
52,High School,Technology,1,Urban,33,Single,Full-time,2,Own,Townhouse,Male,Car,138156
30,High School,Finance,0,Urban,50,Single,Part-time,5,Rent,Apartment,Female,Public transit,1877596
38,High School,Healthcare,4,Urban,0,Married,Full-time,6,Own,Apartment,Female,Car,74746
55,Master's,Technology,1,Urban,22,Married,Part-time,5,Own,Apartment,Female,Biking,72402
34,Master's,Education,5,Urban,10,Married,Full-time,3,Own,Single-family home,Female,Biking,72724
41,High School,Technology,1,Rural,26,Single,Self-employed,3,Rent,Apartment,Female,Car,2930301
27,Master's,Others,4,Urban,2,Married,Self-employed,5,Own,Apartment,Female,Biking,191663
47,Master's,Healthcare,3,Urban,46,Divorced,Full-time,7,Own,Single-family home,Male,Biking,65840
53,Master's,Education,1,Suburban,30,Divorced,Part-time,3,Own,Apartment,Female,Biking,5019420
27,High School,Healthcare,3,Urban,34,Single,Self-employed,2,Own,Townhouse,Female,Public transit,69286
65,Bachelor's,Others,5,Suburban,39,Single,Full-time,2,Own,Single-family home,Male,Car,66342
19,Master's,Healthcare,1,Urban,11,Single,Part-time,6,Own,Townhouse,Male,Car,65394
36,Master's,Healthcare,5,Urban,47,Single,Full-time,4,Own,Single-family home,Female,Car,65240
31,High School,Technology,4,Urban,1,Single,Part-time,3,Rent,Townhouse,Male,Public transit,70744
44,Bachelor's,Healthcare,1,Suburban,0,Single,Full-time,1,Rent,Apartment,Male,Public transit,74618
64,Bachelor's,Technology,2,Urban,47,Single,Full-time,5,Own,Apartment,Male,Car,72186
29,High School,Others,1,Urban,44,Married,Self-employed,1,Rent,Apartment,Female,Car,891286
46,Master's,Healthcare,2,Rural,48,Single,Full-time,7,Rent,Single-family home,Female,Public transit,69860
55,Bachelor's,Finance,3,Urban,5,Single,Part-time,2,Rent,Townhouse,Male,Car,116595
36,High School,Healthcare,4,Rural,24,Married,Full-time,6,Own,Apartment,Female,Car,88586
39,High School,Technology,2,Urban,27,Single,Full-time,2,Rent,Apartment,Female,Public transit,196975
33,High School,Technology,5,Suburban,10,Married,Full-time,3,Own,Single-family home,Male,Public transit,3638478
69,High School,Education,2,Urban,20,Divorced,Full-time,1,Rent,Apartment,Male,Public transit,71798
20,Bachelor's,Others,2,Urban,26,Single,Full-time,4,Rent,Apartment,Female,Public transit,31239
24,Bachelor's,Education,4,Urban,22,Married,Part-time,4,Rent,Single-family home,Male,Public transit,68860
20,Bachelor's,Others,0,Urban,34,Married,Full-time,7,Own,Single-family home,Male,Car,65176
67,Bachelor's,Technology,3,Urban,27,Divorced,Part-time,4,Rent,Apartment,Female,Public transit,51020
48,High School,Healthcare,2,Urban,20,Divorced,Full-time,3,Rent,Single-family home,Female,Public transit,184258
22,Doctorate,Others,0,Urban,31,Single,Self-employed,6,Own,Townhouse,Female,Car,71298
68,High School,Others,0,Urban,14,Divorced,Part-time,3,Own,Single-family home,Female,Public transit,4171988
55,Bachelor's,Finance,0,Rural,13,Married,Self-employed,2,Rent,Townhouse,Male,Public transit,68482
46,Master's,Healthcare,3,Urban,39,Married,Full-time,2,Own,Single-family home,Male,Public transit,70726
51,Master's,Education,4,Suburban,2,Married,Full-time,6,Rent,Single-family home,Female,Biking,3667913
30,Master's,Healthcare,5,Suburban,27,Divorced,Part-time,5,Rent,Single-family home,Female,Biking,145574
21,Bachelor's,Technology,4,Suburban,22,Married,Full-time,1,Own,Single-family home,Female,Car,72384
26,High School,Finance,4,Urban,5,Single,Full-time,2,Rent,Single-family home,Female,Car,75354
27,Doctorate,Healthcare,0,Suburban,42,Single,Full-time,3,Rent,Apartment,Male,Car,66198
69,Master's,Technology,2,Urban,41,Married,Self-employed,4,Own,Apartment,Female,Public transit,106278
60,Bachelor's,Finance,0,Suburban,25,Married,Self-employed,3,Own,Single-family home,Female,Public transit,225704
34,Doctorate,Healthcare,2,Urban,13,Single,Part-time,7,Rent,Apartment,Female,Public transit,2879960
68,High School,Healthcare,5,Suburban,21,Married,Full-time,1,Rent,Single-family home,Female,Public transit,49892
40,High School,Others,2,Urban,21,Single,Full-time,5,Own,Townhouse,Female,Biking,73514
38,Bachelor's,Technology,0,Urban,21,Single,Full-time,1,Rent,Single-family home,Male,Public transit,72104
34,Bachelor's,Finance,5,Urban,34,Single,Self-employed,2,Own,Apartment,Female,Car,70034
43,Master's,Finance,0,Urban,40,Single,Full-time,7,Rent,Single-family home,Female,Car,72218
33,Bachelor's,Healthcare,3,Suburban,33,Married,Full-time,5,Rent,Single-family home,Female,Public transit,2247484
56,Master's,Others,0,Urban,35,Single,Self-employed,4,Rent,Townhouse,Male,Car,74998
66,Bachelor's,Technology,5,Urban,34,Married,Full-time,2,Own,Single-family home,Male,Car,71316
63,High School,Others,4,Urban,38,Married,Full-time,4,Own,Single-family home,Female,Biking,74080
68,Master's,Healthcare,2,Suburban,22,Married,Full-time,4,Rent,Townhouse,Female,Car,74538
51,Bachelor's,Others,3,Urban,44,Single,Full-time,7,Own,Apartment,Male,Public transit,66588
43,Doctorate,Finance,3,Urban,45,Married,Self-employed,4,Own,Single-family home,Male,Car,77859
22,High School,Healthcare,5,Urban,39,Single,Full-time,5,Own,Townhouse,Male,Walking,69310
31,Doctorate,Healthcare,5,Urban,25,Single,Full-time,6,Own,Single-family home,Male,Car,1322715
57,High School,Technology,5,Suburban,0,Married,Part-time,1,Own,Townhouse,Female,Car,67482
56,Bachelor's,Technology,5,Rural,8,Divorced,Full-time,4,Rent,Single-family home,Female,Public transit,73356
46,Master's,Others,3,Urban,23,Single,Full-time,1,Rent,Apartment,Female,Biking,35838
65,Bachelor's,Healthcare,3,Urban,17,Single,Part-time,3,Own,Apartment,Male,Public transit,2956834
53,High School,Education,2,Urban,28,Married,Full-time,3,Own,Townhouse,Male,Biking,71214
25,Bachelor's,Finance,0,Rural,45,Single,Full-time,1,Own,Townhouse,Male,Car,68268
22,High School,Healthcare,2,Urban,48,Single,Full-time,3,Own,Single-family home,Male,Public transit,74914
35,Bachelor's,Healthcare,2,Urban,13,Married,Part-time,3,Rent,Apartment,Female,Walking,72864
67,Master's,Others,1,Urban,40,Married,Self-employed,6,Own,Single-family home,Male,Car,67161
58,Bachelor's,Others,5,Urban,25,Single,Full-time,4,Own,Single-family home,Female,Public transit,73860
36,High School,Healthcare,5,Urban,45,Single,Part-time,3,Rent,Townhouse,Female,Car,444850
49,Bachelor's,Others,5,Urban,48,Single,Part-time,4,Rent,Single-family home,Male,Public transit,42664
41,Master's,Healthcare,1,Urban,18,Single,Part-time,7,Own,Single-family home,Male,Car,75104
43,High School,Healthcare,1,Rural,36,Single,Full-time,6,Rent,Single-family home,Female,Car,1836126
62,Bachelor's,Education,4,Suburban,9,Divorced,Self-employed,4,Rent,Townhouse,Male,Public transit,195659
33,Bachelor's,Technology,3,Urban,28,Married,Full-time,1,Own,Apartment,Female,Public transit,68122
29,Bachelor's,Technology,2,Suburban,16,Married,Self-employed,1,Rent,Townhouse,Female,Public transit,66354
34,Master's,Education,4,Urban,41,Married,Full-time,4,Rent,Apartment,Female,Car,97627
66,High School,Education,1,Rural,16,Divorced,Part-time,3,Rent,Apartment,Female,Public transit,1869240
38,Master's,Healthcare,2,Urban,4,Single,Part-time,1,Own,Single-family home,Female,Public transit,3762190
50,High School,Education,5,Urban,35,Married,Full-time,7,Own,Townhouse,Male,Car,72040
23,Bachelor's,Technology,2,Urban,31,Married,Full-time,1,Own,Townhouse,Female,Car,139437
59,Master's,Others,2,Urban,30,Single,Full-time,4,Own,Apartment,Female,Public transit,65398
32,Master's,Healthcare,3,Suburban,13,Married,Full-time,2,Own,Apartment,Male,Biking,5757668
40,Bachelor's,Technology,0,Urban,50,Single,Full-time,3,Own,Apartment,Male,Public transit,66192
44,High School,Education,3,Urban,32,Married,Part-time,7,Own,Single-family home,Male,Public transit,7761279
25,Bachelor's,Healthcare,5,Urban,50,Single,Self-employed,4,Own,Apartment,Female,Public transit,74460
43,Master's,Technology,5,Suburban,43,Married,Self-employed,2,Own,Apartment,Female,Car,67156
34,High School,Others,0,Suburban,43,Divorced,Full-time,2,Own,Townhouse,Male,Car,68456
56,Bachelor's,Healthcare,0,Urban,48,Married,Full-time,5,Own,Single-family home,Male,Public transit,71702
50,High School,Healthcare,5,Urban,26,Single,Part-time,2,Rent,Single-family home,Female,Biking,73564
30,High School,Healthcare,5,Urban,42,Single,Part-time,1,Rent,Apartment,Male,Walking,73916
50,Bachelor's,Others,2,Urban,25,Single,Full-time,6,Own,Apartment,Male,Public transit,69572
67,Bachelor's,Technology,0,Urban,24,Married,Part-time,7,Rent,Single-family home,Male,Car,2184424
62,High School,Technology,1,Urban,25,Single,Part-time,2,Own,Apartment,Female,Public transit,67696
60,High School,Technology,4,Urban,9,Single,Part-time,3,Own,Townhouse,Female,Car,71486
40,High School,Technology,4,Rural,36,Single,Full-time,6,Rent,Apartment,Male,Car,136474
19,Bachelor's,Healthcare,0,Urban,4,Single,Full-time,7,Own,Townhouse,Male,Public transit,68364
41,Master's,Technology,0,Urban,30,Single,Full-time,2,Own,Townhouse,Female,Biking,6032912
52,Bachelor's,Healthcare,4,Suburban,45,Divorced,Full-time,3,Own,Single-family home,Female,Public transit,73034
26,Bachelor's,Education,2,Urban,10,Single,Full-time,5,Rent,Apartment,Male,Biking,74966
57,Bachelor's,Healthcare,3,Suburban,12,Single,Full-time,2,Rent,Apartment,Male,Biking,68868
25,High School,Healthcare,4,Urban,5,Single,Full-time,2,Own,Single-family home,Male,Public transit,530842
24,High School,Education,2,Urban,48,Single,Full-time,4,Own,Apartment,Male,Biking,70484
50,Master's,Healthcare,5,Urban,48,Divorced,Self-employed,3,Own,Apartment,Male,Public transit,68774
65,Bachelor's,Others,1,Urban,8,Single,Full-time,4,Rent,Single-family home,Male,Public transit,37341
43,Master's,Technology,4,Urban,31,Married,Part-time,1,Own,Single-family home,Female,Walking,73066
35,High School,Healthcare,1,Urban,40,Married,Part-time,4,Own,Townhouse,Male,Car,69490
43,Bachelor's,Education,0,Urban,39,Married,Part-time,3,Rent,Townhouse,Male,Public transit,2367218
46,High School,Others,2,Urban,9,Single,Self-employed,4,Own,Townhouse,Male,Biking,64964
35,Bachelor's,Technology,3,Urban,3,Divorced,Part-time,7,Rent,Townhouse,Male,Car,70214
30,Bachelor's,Others,5,Urban,17,Married,Full-time,6,Own,Townhouse,Male,Car,68312
21,Bachelor's,Education,5,Urban,37,Married,Part-time,1,Own,Single-family home,Male,Public transit,66050
62,High School,Technology,2,Urban,6,Married,Self-employed,6,Rent,Townhouse,Female,Biking,1436716
37,Bachelor's,Healthcare,1,Urban,6,Married,Self-employed,4,Own,Townhouse,Male,Car,71110
68,High School,Others,3,Urban,21,Married,Full-time,7,Rent,Apartment,Male,Walking,74914
56,Bachelor's,Others,0,Urban,7,Married,Full-time,2,Own,Townhouse,Male,Public transit,73908
54,Master's,Finance,2,Urban,30,Married,Self-employed,6,Own,Single-family home,Male,Public transit,71412
39,Master's,Education,3,Urban,34,Single,Part-time,5,Rent,Apartment,Female,Walking,71582
24,Bachelor's,Healthcare,0,Rural,8,Single,Self-employed,4,Rent,Apartment,Female,Public transit,107243
57,High School,Healthcare,3,Urban,6,Married,Part-time,1,Rent,Single-family home,Female,Car,316435
26,Bachelor's,Healthcare,0,Urban,25,Married,Full-time,6,Own,Single-family home,Female,Car,70986
69,Bachelor's,Others,0,Rural,44,Married,Part-time,1,Own,Single-family home,Female,Biking,3279662
69,High School,Technology,0,Suburban,42,Married,Full-time,5,Rent,Townhouse,Male,Car,68658
59,Doctorate,Finance,5,Suburban,17,Single,Full-time,6,Rent,Apartment,Male,Biking,68630
19,Master's,Others,2,Urban,45,Single,Full-time,7,Own,Apartment,Male,Car,66734
22,Bachelor's,Finance,2,Urban,24,Single,Full-time,3,Own,Single-family home,Male,Car,73644
65,Bachelor's,Technology,4,Urban,26,Married,Self-employed,3,Rent,Apartment,Male,Car,2431318
50,High School,Finance,0,Suburban,41,Married,Full-time,7,Rent,Townhouse,Male,Public transit,72098
33,High School,Others,0,Urban,3,Single,Full-time,4,Own,Apartment,Female,Biking,91193
64,High School,Others,5,Rural,16,Married,Self-employed,1,Own,Apartment,Male,Biking,65968
57,Bachelor's,Technology,5,Rural,10,Married,Part-time,4,Own,Single-family home,Female,Car,78697
30,Master's,Others,5,Urban,11,Married,Part-time,1,Own,Apartment,Male,Public transit,116276
18,Master's,Healthcare,5,Urban,11,Divorced,Full-time,4,Own,Single-family home,Female,Biking,73476
69,Master's,Finance,0,Suburban,30,Married,Self-employed,1,Own,Single-family home,Female,Walking,2250046
21,High School,Technology,5,Urban,27,Single,Self-employed,5,Own,Single-family home,Male,Public transit,73708
58,High School,Finance,2,Urban,43,Married,Self-employed,6,Own,Apartment,Male,Walking,39569
27,Doctorate,Healthcare,3,Urban,37,Married,Part-time,1,Rent,Apartment,Male,Public transit,70222
43,Master's,Technology,1,Urban,16,Married,Self-employed,1,Rent,Single-family home,Female,Car,68634
56,High School,Healthcare,4,Suburban,42,Married,Part-time,5,Own,Townhouse,Female,Car,65630
59,Master's,Education,5,Urban,46,Divorced,Self-employed,3,Rent,Apartment,Female,Biking,726496
66,Bachelor's,Healthcare,1,Urban,5,Single,Full-time,6,Own,Townhouse,Male,Biking,72582
66,Bachelor's,Technology,3,Urban,12,Single,Part-time,5,Own,Single-family home,Male,Public transit,68790
40,High School,Finance,4,Urban,34,Married,Full-time,3,Own,Apartment,Male,Public transit,66808
46,Master's,Technology,0,Urban,30,Married,Full-time,3,Rent,Single-family home,Male,Car,72192
38,High School,Technology,4,Urban,19,Married,Full-time,7,Rent,Apartment,Female,Car,70510
47,High School,Healthcare,4,Suburban,4,Single,Part-time,2,Rent,Single-family home,Female,Car,131424
57,High School,Education,4,Urban,39,Married,Part-time,5,Own,Apartment,Male,Car,1034725
66,Bachelor's,Technology,0,Urban,49,Married,Self-employed,7,Own,Apartment,Male,Public transit,242185
27,Bachelor's,Healthcare,1,Urban,33,Single,Part-time,7,Rent,Apartment,Female,Public transit,89639
53,High School,Technology,1,Urban,22,Married,Part-time,5,Own,Single-family home,Male,Public transit,72132
47,Master's,Finance,3,Urban,29,Single,Part-time,3,Rent,Townhouse,Female,Public transit,66010
34,High School,Others,3,Urban,37,Married,Full-time,4,Rent,Single-family home,Male,Biking,112858
41,High School,Education,0,Urban,45,Divorced,Full-time,1,Own,Apartment,Female,Walking,71704
55,Master's,Technology,2,Urban,34,Married,Part-time,4,Rent,Apartment,Male,Biking,548989
34,Bachelor's,Healthcare,2,Urban,45,Married,Self-employed,1,Own,Single-family home,Male,Biking,66941
20,Master's,Healthcare,0,Urban,10,Married,Part-time,2,Rent,Apartment,Male,Public transit,67298
35,Bachelor's,Technology,5,Urban,40,Married,Full-time,4,Own,Apartment,Female,Public transit,69942
61,Bachelor's,Technology,2,Urban,39,Single,Full-time,2,Own,Single-family home,Female,Public transit,72800
48,Bachelor's,Finance,5,Suburban,25,Single,Self-employed,5,Rent,Single-family home,Female,Car,65972
33,Bachelor's,Education,0,Suburban,10,Single,Part-time,4,Own,Townhouse,Male,Public transit,9506872
28,Bachelor's,Technology,5,Rural,18,Married,Part-time,3,Own,Apartment,Male,Public transit,48001
18,Master's,Others,1,Urban,14,Single,Full-time,1,Rent,Apartment,Male,Public transit,49663
43,High School,Healthcare,3,Urban,29,Divorced,Full-time,3,Own,Apartment,Male,Public transit,68520
31,Bachelor's,Education,5,Urban,28,Single,Part-time,6,Own,Apartment,Female,Public transit,700661
51,Master's,Others,5,Suburban,27,Divorced,Self-employed,6,Own,Single-family home,Male,Public transit,69034
46,High School,Healthcare,3,Urban,30,Single,Part-time,2,Own,Single-family home,Female,Public transit,66978
28,Doctorate,Education,1,Suburban,2,Married,Part-time,1,Own,Single-family home,Female,Walking,65438
26,Bachelor's,Healthcare,1,Urban,11,Married,Part-time,2,Rent,Townhouse,Female,Walking,268483
25,Master's,Others,2,Urban,1,Married,Part-time,7,Own,Single-family home,Male,Public transit,42266
59,Master's,Education,5,Urban,43,Married,Full-time,4,Own,Single-family home,Female,Car,68352
36,Master's,Finance,3,Rural,41,Married,Part-time,1,Own,Single-family home,Female,Public transit,67434
46,High School,Others,4,Urban,15,Single,Part-time,6,Rent,Apartment,Female,Public transit,102575
63,High School,Others,0,Suburban,44,Divorced,Self-employed,6,Own,Apartment,Male,Car,65800
56,Bachelor's,Technology,5,Urban,45,Single,Self-employed,4,Own,Townhouse,Male,Walking,3375470
56,Bachelor's,Technology,3,Urban,15,Single,Full-time,3,Rent,Single-family home,Male,Biking,715818
58,High School,Healthcare,1,Urban,33,Married,Full-time,3,Own,Apartment,Female,Car,75098
53,High School,Education,5,Urban,0,Married,Full-time,7,Own,Single-family home,Male,Walking,65088
45,Bachelor's,Technology,5,Urban,33,Single,Full-time,2,Own,Townhouse,Male,Biking,73930
63,Master's,Finance,0,Urban,10,Married,Full-time,4,Own,Single-family home,Female,Car,38945
29,High School,Others,5,Rural,49,Married,Self-employed,4,Own,Apartment,Female,Car,646258
70,Bachelor's,Healthcare,5,Urban,11,Married,Part-time,4,Rent,Apartment,Female,Car,1806559
29,Master's,Technology,2,Urban,8,Married,Self-employed,6,Own,Single-family home,Female,Public transit,68054
47,High School,Education,4,Rural,12,Divorced,Full-time,4,Own,Apartment,Male,Public transit,73572
36,High School,Others,1,Urban,38,Single,Full-time,6,Rent,Townhouse,Female,Car,6512944
